Theta,n,segSites,prob
ten,25,45,0.020172566
ten,26,45,0.020681122
ten,27,45,0.021170485
ten,28,45,0.021641294
ten,29,45,0.022094165
ten,30,45,0.022529691
ten,31,45,0.022948442
ten,32,45,0.023350969
ten,33,45,0.023737802
twenty,1,45,0
twenty,2,45,0.005299834
twenty,3,45,0.009352466
twenty,4,45,0.012399996
twenty,5,45,0.014638948
twenty,6,45,0.016228989
twenty,7,45,0.017299915
twenty,8,45,0.017957276
twenty,9,45,0.01828691
twenty,10,45,0.018358606
twenty,11,45,0.018229075
twenty,12,45,0.017944351
twenty,13,45,0.017541752
twenty,14,45,0.017051474
twenty,15,45,0.016497886
twenty,16,45,0.015900593
twenty,17,45,0.015275305
twenty,18,45,0.014634544
twenty,19,45,0.013988227
twenty,20,45,0.013344146
twenty,21,45,0.012708354
twenty,22,45,0.012085492
twenty,23,45,0.011479052
twenty,24,45,0.010891592
twenty,25,45,0.010324917
twenty,26,45,0.009780226
twenty,27,45,0.00925823
twenty,28,45,0.008759255
twenty,29,45,0.008283318
twenty,30,45,0.007830199
twenty,31,45,0.00739949
twenty,32,45,0.006990646
twenty,33,45,0.006603014
two,1,46,0
two,2,46,2.65E-09
two,3,46,5.29E-09
two,4,46,7.94E-09
two,5,46,1.06E-08
two,6,46,1.32E-08
two,7,46,1.59E-08
two,8,46,1.85E-08
two,9,46,2.12E-08
two,10,46,2.38E-08
two,11,46,2.65E-08
two,12,46,2.91E-08
two,13,46,3.18E-08
two,14,46,3.44E-08
two,15,46,3.71E-08
two,16,46,3.97E-08
two,17,46,4.23E-08
two,18,46,4.50E-08
two,19,46,4.76E-08
two,20,46,5.03E-08
two,21,46,5.29E-08
two,22,46,5.56E-08
two,23,46,5.82E-08
two,24,46,6.09E-08
two,25,46,6.35E-08
two,26,46,6.62E-08
two,27,46,6.88E-08
two,28,46,7.15E-08
two,29,46,7.41E-08
two,30,46,7.67E-08
two,31,46,7.94E-08
two,32,46,8.20E-08
two,33,46,8.47E-08
ten,1,46,0
ten,2,46,0.001133819
ten,3,46,0.002229662
ten,4,46,0.003288853
ten,5,46,0.00431266
ten,6,46,0.005302302
ten,7,46,0.006258948
ten,8,46,0.00718372
ten,9,46,0.008077696
ten,10,46,0.00894191
ten,11,46,0.009777358
ten,12,46,0.010584995
ten,13,46,0.011365742
ten,14,46,0.012120483
ten,15,46,0.012850068
ten,16,46,0.013555316
ten,17,46,0.014237016
ten,18,46,0.014895926
ten,19,46,0.015532777
ten,20,46,0.016148273
ten,21,46,0.016743094
ten,22,46,0.017317892
ten,23,46,0.017873298
ten,24,46,0.018409921
ten,25,46,0.018928346
ten,26,46,0.019429139
ten,27,46,0.019912846
ten,28,46,0.020379994
ten,29,46,0.020831092
ten,30,46,0.02126663
ten,31,46,0.021687083
ten,32,46,0.022092909
ten,33,46,0.02248455
twenty,1,46,0
twenty,2,46,0.005047461
twenty,3,46,0.008961102
twenty,4,46,0.011951444
twenty,5,46,0.01419103
twenty,6,46,0.015821397
twenty,7,46,0.016958718
twenty,8,46,0.01769839
twenty,9,46,0.018118761
twenty,10,46,0.018284172
twenty,11,46,0.01824744
twenty,12,46,0.018051899
twenty,13,46,0.017733057
twenty,14,46,0.017319976
twenty,15,46,0.016836394
twenty,16,46,0.01630165
twenty,17,46,0.015731458
twenty,18,46,0.015138531
twenty,19,46,0.014533108
twenty,20,46,0.013923384
twenty,21,46,0.013315869
twenty,22,46,0.012715685
twenty,23,46,0.012126812
twenty,24,46,0.011552291
twenty,25,46,0.010994394
twenty,26,46,0.010454764
twenty,27,46,0.009934532
twenty,28,46,0.009434414
twenty,29,46,0.008954791
twenty,30,46,0.008495774
twenty,31,46,0.00805726
twenty,32,46,0.00763898
twenty,33,46,0.007240532
two,1,47,0
two,2,47,1.76E-09
two,3,47,3.53E-09
two,4,47,5.29E-09
two,5,47,7.06E-09
two,6,47,8.82E-09
two,7,47,1.06E-08
two,8,47,1.24E-08
two,9,47,1.41E-08
two,10,47,1.59E-08
two,11,47,1.76E-08
two,12,47,1.94E-08
two,13,47,2.12E-08
two,14,47,2.29E-08
two,15,47,2.47E-08
two,16,47,2.65E-08
two,17,47,2.82E-08
two,18,47,3.00E-08
two,19,47,3.18E-08
two,20,47,3.35E-08
two,21,47,3.53E-08
two,22,47,3.71E-08
two,23,47,3.88E-08
two,24,47,4.06E-08
two,25,47,4.23E-08
two,26,47,4.41E-08
two,27,47,4.59E-08
two,28,47,4.76E-08
two,29,47,4.94E-08
two,30,47,5.12E-08
two,31,47,5.29E-08
two,32,47,5.47E-08
two,33,47,5.65E-08
ten,1,47,0
ten,2,47,0.001030745
ten,3,47,0.002029843
ten,4,47,0.002998312
ten,5,47,0.003937132
ten,6,47,0.004847246
ten,7,47,0.00572956
ten,8,47,0.006584948
ten,9,47,0.007414253
ten,10,47,0.008218283
ten,11,47,0.00899782
ten,12,47,0.009753618
ten,13,47,0.010486402
ten,14,47,0.011196872
ten,15,47,0.011885703
ten,16,47,0.012553549
ten,17,47,0.013201036
ten,18,47,0.013828773
ten,19,47,0.014437346
ten,20,47,0.015027321
ten,21,47,0.015599245
ten,22,47,0.016153647
ten,23,47,0.016691038
ten,24,47,0.017211912
ten,25,47,0.017716745
ten,26,47,0.018206
ten,27,47,0.018680124
ten,28,47,0.019139549
ten,29,47,0.019584692
ten,30,47,0.020015958
ten,31,47,0.020433739
ten,32,47,0.020838415
ten,33,47,0.021230352
twenty,1,47,0
twenty,2,47,0.004807105
twenty,3,47,0.008583466
twenty,4,47,0.011512143
twenty,5,47,0.013744549
twenty,6,47,0.015406027
twenty,7,47,0.016600405
twenty,8,47,0.017413727
twenty,9,47,0.017917323
twenty,10,47,0.018170322
twenty,11,47,0.018221734
twenty,12,47,0.018112163
twenty,13,47,0.017875222
twenty,14,47,0.017538709
twenty,15,47,0.017125582
twenty,16,47,0.016654764
twenty,17,47,0.016141816
twenty,18,47,0.0155995
twenty,19,47,0.015038241
twenty,20,47,0.01446652
twenty,21,47,0.013891194
twenty,22,47,0.013317775
twenty,23,47,0.01275065
twenty,24,47,0.012193274
twenty,25,47,0.011648328
twenty,26,47,0.011117855
twenty,27,47,0.010603367
twenty,28,47,0.01010594
twenty,29,47,0.009626295
twenty,30,47,0.009164857
twenty,31,47,0.008721819
twenty,32,47,0.008297176
twenty,33,47,0.007890774
two,1,48,0
two,2,48,1.18E-09
two,3,48,2.35E-09
two,4,48,3.53E-09
two,5,48,4.70E-09
two,6,48,5.88E-09
two,7,48,7.06E-09
two,8,48,8.23E-09
two,9,48,9.41E-09
two,10,48,1.06E-08
two,11,48,1.18E-08
two,12,48,1.29E-08
two,13,48,1.41E-08
two,14,48,1.53E-08
two,15,48,1.65E-08
two,16,48,1.76E-08
two,17,48,1.88E-08
two,18,48,2.00E-08
two,19,48,2.12E-08
two,20,48,2.23E-08
two,21,48,2.35E-08
two,22,48,2.47E-08
two,23,48,2.59E-08
two,24,48,2.71E-08
two,25,48,2.82E-08
two,26,48,2.94E-08
two,27,48,3.06E-08
two,28,48,3.18E-08
two,29,48,3.29E-08
two,30,48,3.41E-08
two,31,48,3.53E-08
two,32,48,3.65E-08
two,33,48,3.76E-08
ten,1,48,0
ten,2,48,0.000937041
ten,3,48,0.001847709
ten,4,48,0.002732788
ten,5,48,0.003593034
ten,6,48,0.004429175
ten,7,48,0.005241916
ten,8,48,0.006031935
ten,9,48,0.006799889
ten,10,48,0.007546412
ten,11,48,0.008272116
ten,12,48,0.008977593
ten,13,48,0.009663415
ten,14,48,0.010330135
ten,15,48,0.010978289
ten,16,48,0.011608393
ten,17,48,0.012220948
ten,18,48,0.012816439
ten,19,48,0.013395334
ten,20,48,0.013958088
ten,21,48,0.01450514
ten,22,48,0.015036917
ten,23,48,0.01555383
ten,24,48,0.016056279
ten,25,48,0.016544651
ten,26,48,0.017019322
ten,27,48,0.017480656
ten,28,48,0.017929006
ten,29,48,0.018364712
ten,30,48,0.018788109
ten,31,48,0.019199516
ten,32,48,0.019599248
ten,33,48,0.019987606
twenty,1,48,0
twenty,2,48,0.004578196
twenty,3,48,0.008219351
twenty,4,48,0.011082648
twenty,5,48,0.013300899
twenty,6,48,0.014985002
twenty,7,48,0.01622762
twenty,8,48,0.017106218
twenty,9,48,0.017685579
twenty,10,48,0.018019884
twenty,11,48,0.018154451
twenty,12,48,0.018127168
twenty,13,48,0.017969702
twenty,14,48,0.017708494
twenty,15,48,0.017365605
twenty,16,48,0.01695941
twenty,17,48,0.016505191
twenty,18,48,0.016015629
twenty,19,48,0.015501214
twenty,20,48,0.014970602
twenty,21,48,0.014430898
twenty,22,48,0.013887911
twenty,23,48,0.013346358
twenty,24,48,0.01281004
twenty,25,48,0.012281989
twenty,26,48,0.011764596
twenty,27,48,0.011259714
twenty,28,48,0.010768746
twenty,29,48,0.010292725
twenty,30,48,0.009832371
twenty,31,48,0.00938815
twenty,32,48,0.008960317
twenty,33,48,0.008548954
two,1,49,0
two,2,49,7.84E-10
two,3,49,1.57E-09
two,4,49,2.35E-09
two,5,49,3.14E-09
two,6,49,3.92E-09
two,7,49,4.70E-09
two,8,49,5.49E-09
two,9,49,6.27E-09
two,10,49,7.06E-09
two,11,49,7.84E-09
two,12,49,8.63E-09
two,13,49,9.41E-09
two,14,49,1.02E-08
two,15,49,1.10E-08
two,16,49,1.18E-08
two,17,49,1.25E-08
two,18,49,1.33E-08
two,19,49,1.41E-08
two,20,49,1.49E-08
two,21,49,1.57E-08
two,22,49,1.65E-08
two,23,49,1.73E-08
two,24,49,1.80E-08
two,25,49,1.88E-08
two,26,49,1.96E-08
two,27,49,2.04E-08
two,28,49,2.12E-08
two,29,49,2.20E-08
two,30,49,2.27E-08
two,31,49,2.35E-08
two,32,49,2.43E-08
two,33,49,2.51E-08
ten,1,49,0
ten,2,49,0.000851855
ten,3,49,0.001681733
ten,4,49,0.002490237
ten,5,49,0.003277949
ten,6,49,0.004045433
ten,7,49,0.004793235
ten,8,49,0.005521882
ten,9,49,0.006231886
ten,10,49,0.006923742
ten,11,49,0.007597929
ten,12,49,0.008254912
ten,13,49,0.008895141
ten,14,49,0.009519052
ten,15,49,0.010127067
ten,16,49,0.010719597
ten,17,49,0.01129704
ten,18,49,0.01185978
ten,19,49,0.012408192
ten,20,49,0.012942639
ten,21,49,0.013463473
ten,22,49,0.013971035
ten,23,49,0.014465659
ten,24,49,0.014947665
ten,25,49,0.015417367
ten,26,49,0.015875068
ten,27,49,0.016321065
ten,28,49,0.016755644
ten,29,49,0.017179083
ten,30,49,0.017591653
ten,31,49,0.017993619
ten,32,49,0.018385236
ten,33,49,0.018766752
twenty,1,49,0
twenty,2,49,0.004360186
twenty,3,49,0.007868518
twenty,4,49,0.010663414
twenty,5,49,0.012861318
twenty,6,49,0.014560265
twenty,7,49,0.015842845
twenty,8,49,0.016778677
twenty,9,49,0.017426464
twenty,10,49,0.017835719
twenty,11,49,0.018048207
twenty,12,49,0.01809915
twenty,13,49,0.018018245
twenty,14,49,0.017830517
twenty,15,49,0.017557039
twenty,16,49,0.017215537
twenty,17,49,0.016820901
twenty,18,49,0.016385618
twenty,19,49,0.015920143
twenty,20,49,0.015433198
twenty,21,49,0.014932048
twenty,22,49,0.014422713
twenty,23,49,0.013910163
twenty,24,49,0.013398478
twenty,25,49,0.012890983
twenty,26,49,0.012390367
twenty,27,49,0.011898778
twenty,28,49,0.011417914
twenty,29,49,0.010949085
twenty,30,49,0.010493283
twenty,31,49,0.01005123
twenty,32,49,0.009623421
twenty,33,49,0.009210165
two,1,50,0
two,2,50,5.23E-10
two,3,50,1.05E-09
two,4,50,1.57E-09
two,5,50,2.09E-09
two,6,50,2.61E-09
two,7,50,3.14E-09
two,8,50,3.66E-09
two,9,50,4.18E-09
two,10,50,4.70E-09
two,11,50,5.23E-09
two,12,50,5.75E-09
two,13,50,6.27E-09
two,14,50,6.80E-09
two,15,50,7.32E-09
two,16,50,7.84E-09
two,17,50,8.36E-09
two,18,50,8.89E-09
two,19,50,9.41E-09
two,20,50,9.93E-09
two,21,50,1.05E-08
two,22,50,1.10E-08
two,23,50,1.15E-08
two,24,50,1.20E-08
two,25,50,1.25E-08
two,26,50,1.31E-08
two,27,50,1.36E-08
two,28,50,1.41E-08
two,29,50,1.46E-08
two,30,50,1.52E-08
two,31,50,1.57E-08
two,32,50,1.62E-08
two,33,50,1.67E-08
ten,1,50,0
ten,2,50,0.000774414
ten,3,50,0.001530513
ten,4,50,0.002268762
ten,5,50,0.00298961
ten,6,50,0.003693492
ten,7,50,0.004380831
ten,8,50,0.005052037
ten,9,50,0.005707509
ten,10,50,0.006347631
ten,11,50,0.00697278
ten,12,50,0.007583319
ten,13,50,0.008179602
ten,14,50,0.008761971
ten,15,50,0.009330761
ten,16,50,0.009886296
ten,17,50,0.01042889
ten,18,50,0.010958849
ten,19,50,0.011476472
ten,20,50,0.011982047
ten,21,50,0.012475855
ten,22,50,0.012958171
ten,23,50,0.013429261
ten,24,50,0.013889384
ten,25,50,0.01433879
ten,26,50,0.014777727
ten,27,50,0.015206432
ten,28,50,0.015625138
ten,29,50,0.016034071
ten,30,50,0.016433451
ten,31,50,0.016823493
ten,32,50,0.017204406
ten,33,50,0.017576393
twenty,1,50,0
twenty,2,50,0.004152558
twenty,3,50,0.007530703
twenty,4,50,0.010254799
twenty,5,50,0.012426898
twenty,6,50,0.014133592
twenty,7,50,0.015448402
twenty,8,50,0.016433791
twenty,9,50,0.017142843
twenty,10,50,0.017620689
twenty,11,50,0.017905701
twenty,12,50,0.018030507
twenty,13,50,0.018022843
twenty,14,50,0.017906282
twenty,15,50,0.017700845
twenty,16,50,0.017423526
twenty,17,50,0.017088734
twenty,18,50,0.016708672
twenty,19,50,0.016293656
twenty,20,50,0.015852396
twenty,21,50,0.015392222
twenty,22,50,0.014919291
twenty,23,50,0.014438754
twenty,24,50,0.013954905
twenty,25,50,0.013471304
twenty,26,50,0.012990887
twenty,27,50,0.012516057
twenty,28,50,0.012048762
twenty,29,50,0.011590563
twenty,30,50,0.011142694
twenty,31,50,0.010706108
twenty,32,50,0.010281525
twenty,33,50,0.009869463
two,1,51,0
two,2,51,3.49E-10
two,3,51,6.97E-10
two,4,51,1.05E-09
two,5,51,1.39E-09
two,6,51,1.74E-09
two,7,51,2.09E-09
two,8,51,2.44E-09
two,9,51,2.79E-09
two,10,51,3.14E-09
two,11,51,3.49E-09
two,12,51,3.83E-09
two,13,51,4.18E-09
two,14,51,4.53E-09
two,15,51,4.88E-09
two,16,51,5.23E-09
two,17,51,5.58E-09
two,18,51,5.92E-09
two,19,51,6.27E-09
two,20,51,6.62E-09
two,21,51,6.97E-09
two,22,51,7.32E-09
two,23,51,7.67E-09
two,24,51,8.02E-09
two,25,51,8.36E-09
two,26,51,8.71E-09
two,27,51,9.06E-09
two,28,51,9.41E-09
two,29,51,9.76E-09
two,30,51,1.01E-08
two,31,51,1.05E-08
two,32,51,1.08E-08
two,33,51,1.12E-08
ten,1,51,0
ten,2,51,0.000704013
ten,3,51,0.001392763
ten,4,51,0.002066609
ten,5,51,0.002725895
ten,6,51,0.00337096
ten,7,51,0.004002129
ten,8,51,0.004619722
ten,9,51,0.005224048
ten,10,51,0.005815408
ten,11,51,0.006394094
ten,12,51,0.006960392
ten,13,51,0.007514578
ten,14,51,0.008056923
ten,15,51,0.008587689
ten,16,51,0.009107132
ten,17,51,0.0096155
ten,18,51,0.010113037
ten,19,51,0.010599978
ten,20,51,0.011076553
ten,21,51,0.011542987
ten,22,51,0.011999498
ten,23,51,0.012446299
ten,24,51,0.012883597
ten,25,51,0.013311595
ten,26,51,0.01373049
ten,27,51,0.014140474
ten,28,51,0.014541734
ten,29,51,0.014934454
ten,30,51,0.015318813
ten,31,51,0.015694983
ten,32,51,0.016063135
ten,33,51,0.016423434
twenty,1,51,0
twenty,2,51,0.003954818
twenty,3,51,0.007205623
twenty,4,51,0.009857081
twenty,5,51,0.011998595
twenty,6,51,0.013706592
twenty,7,51,0.015046446
twenty,8,51,0.016074109
twenty,9,51,0.01683749
twenty,10,51,0.017377627
twenty,11,51,0.017729676
twenty,12,51,0.01792376
twenty,13,51,0.017985687
twenty,14,51,0.017937563
twenty,15,51,0.017798317
twenty,16,51,0.017584151
twenty,17,51,0.017308919
twenty,18,51,0.016984461
twenty,19,51,0.01662088
twenty,20,51,0.016226785
twenty,21,51,0.015809504
twenty,22,51,0.015375254
twenty,23,51,0.014929301
twenty,24,51,0.014476093
twenty,25,51,0.014019371
twenty,26,51,0.013562267
twenty,27,51,0.013107393
twenty,28,51,0.012656912
twenty,29,51,0.0122126
twenty,30,51,0.011775904
twenty,31,51,0.011347986
twenty,32,51,0.010929766
twenty,33,51,0.010521957
two,1,52,0
two,2,52,2.32E-10
two,3,52,4.65E-10
two,4,52,6.97E-10
two,5,52,9.29E-10
two,6,52,1.16E-09
two,7,52,1.39E-09
two,8,52,1.63E-09
two,9,52,1.86E-09
two,10,52,2.09E-09
two,11,52,2.32E-09
two,12,52,2.56E-09
two,13,52,2.79E-09
two,14,52,3.02E-09
two,15,52,3.25E-09
two,16,52,3.49E-09
two,17,52,3.72E-09
two,18,52,3.95E-09
two,19,52,4.18E-09
two,20,52,4.41E-09
two,21,52,4.65E-09
two,22,52,4.88E-09
two,23,52,5.11E-09
two,24,52,5.34E-09
two,25,52,5.58E-09
two,26,52,5.81E-09
two,27,52,6.04E-09
two,28,52,6.27E-09
two,29,52,6.51E-09
two,30,52,6.74E-09
two,31,52,6.97E-09
two,32,52,7.20E-09
two,33,52,7.43E-09
ten,1,52,0
ten,2,52,0.000640011
ten,3,52,0.001267305
ten,4,52,0.001882154
ten,5,52,0.002484826
ten,6,52,0.003075582
ten,7,52,0.003654674
ten,8,52,0.004222349
ten,9,52,0.004778849
ten,10,52,0.005324406
ten,11,52,0.00585925
ten,12,52,0.006383603
ten,13,52,0.006897683
ten,14,52,0.0074017
ten,15,52,0.007895862
ten,16,52,0.00838037
ten,17,52,0.00885542
ten,18,52,0.009321204
ten,19,52,0.009777909
ten,20,52,0.010225717
ten,21,52,0.010664807
ten,22,52,0.011095353
ten,23,52,0.011517523
ten,24,52,0.011931485
ten,25,52,0.0123374
ten,26,52,0.012735426
ten,27,52,0.013125717
ten,28,52,0.013508424
ten,29,52,0.013883695
ten,30,52,0.014251674
ten,31,52,0.014612501
ten,32,52,0.014966314
ten,33,52,0.015313248
twenty,1,52,0
twenty,2,52,0.003766493
twenty,3,52,0.006892974
twenty,4,52,0.009470458
twenty,5,52,0.011577239
twenty,6,52,0.013280722
twenty,7,52,0.014638971
twenty,8,52,0.015702036
twenty,9,52,0.016513075
twenty,10,52,0.017109318
twenty,11,52,0.01752289
twenty,12,52,0.017781516
twenty,13,52,0.017909123
twenty,14,52,0.017926359
twenty,15,52,0.01785104
twenty,16,52,0.017698532
twenty,17,52,0.017482081
twenty,18,52,0.017213097
twenty,19,52,0.016901404
twenty,20,52,0.016555446
twenty,21,52,0.016182475
twenty,22,52,0.015788708
twenty,23,52,0.015379467
twenty,24,52,0.014959293
twenty,25,52,0.014532056
twenty,26,52,0.014101039
twenty,27,52,0.013669019
twenty,28,52,0.013238335
twenty,29,52,0.012810946
twenty,30,52,0.012388479
twenty,31,52,0.011972282
twenty,32,52,0.011563452
twenty,33,52,0.011162877
two,1,53,0
two,2,53,1.55E-10
two,3,53,3.10E-10
two,4,53,4.65E-10
two,5,53,6.20E-10
two,6,53,7.74E-10
two,7,53,9.29E-10
two,8,53,1.08E-09
two,9,53,1.24E-09
two,10,53,1.39E-09
two,11,53,1.55E-09
two,12,53,1.70E-09
two,13,53,1.86E-09
two,14,53,2.01E-09
two,15,53,2.17E-09
two,16,53,2.32E-09
two,17,53,2.48E-09
two,18,53,2.63E-09
two,19,53,2.79E-09
two,20,53,2.94E-09
two,21,53,3.10E-09
two,22,53,3.25E-09
two,23,53,3.41E-09
two,24,53,3.56E-09
two,25,53,3.72E-09
two,26,53,3.87E-09
two,27,53,4.03E-09
two,28,53,4.18E-09
two,29,53,4.34E-09
two,30,53,4.49E-09
two,31,53,4.65E-09
two,32,53,4.80E-09
two,33,53,4.96E-09
ten,1,53,0
ten,2,53,0.000581829
ten,3,53,0.001153059
ten,4,53,0.001713901
ten,5,53,0.002264562
ten,6,53,0.002805242
ten,7,53,0.003336137
ten,8,53,0.003857438
ten,9,53,0.004369333
ten,10,53,0.004872003
ten,11,53,0.005365627
ten,12,53,0.005850377
ten,13,53,0.006326425
ten,14,53,0.006793936
ten,15,53,0.007253072
ten,16,53,0.007703991
ten,17,53,0.008146848
ten,18,53,0.008581795
ten,19,53,0.009008978
ten,20,53,0.009428544
ten,21,53,0.009840631
ten,22,53,0.01024538
ten,23,53,0.010642925
ten,24,53,0.011033398
ten,25,53,0.011416928
ten,26,53,0.011793642
ten,27,53,0.012163662
ten,28,53,0.012527112
ten,29,53,0.012884107
ten,30,53,0.013234766
ten,31,53,0.013579199
ten,32,53,0.01391752
ten,33,53,0.014249836
twenty,1,53,0
twenty,2,53,0.003587136
twenty,3,53,0.006592444
twenty,4,53,0.009095065
twenty,5,53,0.011163543
twenty,6,53,0.012857286
twenty,7,53,0.014227813
twenty,8,53,0.01531983
twenty,9,53,0.016172148
twenty,10,53,0.016818472
twenty,11,53,0.017288084
twenty,12,53,0.017606427
twenty,13,53,0.017795612
twenty,14,53,0.017874853
twenty,15,53,0.017860845
twenty,16,53,0.017768095
twenty,17,53,0.017609198
twenty,18,53,0.017395089
twenty,19,53,0.017135255
twenty,20,53,0.016837917
twenty,21,53,0.016510196
twenty,22,53,0.016158251
twenty,23,53,0.015787401
twenty,24,53,0.015402235
twenty,25,53,0.015006699
twenty,26,53,0.014604183
twenty,27,53,0.01419759
twenty,28,53,0.013789396
twenty,29,53,0.013381709
twenty,30,53,0.012976309
twenty,31,53,0.012574698
twenty,32,53,0.012178131
twenty,33,53,0.011787649
two,1,54,0
two,2,54,1.03E-10
two,3,54,2.07E-10
two,4,54,3.10E-10
two,5,54,4.13E-10
two,6,54,5.16E-10
two,7,54,6.20E-10
two,8,54,7.23E-10
two,9,54,8.26E-10
two,10,54,9.29E-10
two,11,54,1.03E-09
two,12,54,1.14E-09
two,13,54,1.24E-09
two,14,54,1.34E-09
two,15,54,1.45E-09
two,16,54,1.55E-09
two,17,54,1.65E-09
two,18,54,1.76E-09
two,19,54,1.86E-09
two,20,54,1.96E-09
two,21,54,2.07E-09
two,22,54,2.17E-09
two,23,54,2.27E-09
two,24,54,2.38E-09
two,25,54,2.48E-09
two,26,54,2.58E-09
two,27,54,2.68E-09
two,28,54,2.79E-09
two,29,54,2.89E-09
two,30,54,2.99E-09
two,31,54,3.10E-09
two,32,54,3.20E-09
two,33,54,3.30E-09
ten,1,54,0
ten,2,54,0.000528935
ten,3,54,0.001049038
ten,4,54,0.001560471
ten,5,54,0.002063393
ten,6,54,0.002557959
ten,7,54,0.00304432
ten,8,54,0.003522625
ten,9,54,0.003993018
ten,10,54,0.004455642
ten,11,54,0.004910634
ten,12,54,0.005358131
ten,13,54,0.005798265
ten,14,54,0.006231165
ten,15,54,0.00665696
ten,16,54,0.007075772
ten,17,54,0.007487725
ten,18,54,0.007892936
ten,19,54,0.008291522
ten,20,54,0.008683599
ten,21,54,0.009069276
ten,22,54,0.009448665
ten,23,54,0.009821871
ten,24,54,0.010189
ten,25,54,0.010550155
ten,26,54,0.010905437
ten,27,54,0.011254944
ten,28,54,0.011598773
ten,29,54,0.011937019
ten,30,54,0.012269775
ten,31,54,0.012597131
ten,32,54,0.012919177
ten,33,54,0.013236001
twenty,1,54,0
twenty,2,54,0.00341632
twenty,3,54,0.006303705
twenty,4,54,0.008730975
twenty,5,54,0.010758115
twenty,6,54,0.012437452
twenty,7,54,0.013814653
twenty,8,54,0.014929599
twenty,9,54,0.015817134
twenty,10,54,0.016507712
twenty,11,54,0.01702796
twenty,12,54,0.017401165
twenty,13,54,0.017647694
twenty,14,54,0.017785366
twenty,15,54,0.017829766
twenty,16,54,0.017794525
twenty,17,54,0.017691566
twenty,18,54,0.017531308
twenty,19,54,0.017322859
twenty,20,54,0.017074171
twenty,21,54,0.016792183
twenty,22,54,0.016482948
twenty,23,54,0.016151735
twenty,24,54,0.01580313
twenty,25,54,0.015441116
twenty,26,54,0.015069146
twenty,27,54,0.014690209
twenty,28,54,0.014306884
twenty,29,54,0.013921394
twenty,30,54,0.013535645
twenty,31,54,0.013151266
twenty,32,54,0.012769645
twenty,33,54,0.012391954
two,1,55,0
two,2,55,6.88E-11
two,3,55,1.38E-10
two,4,55,2.07E-10
two,5,55,2.75E-10
two,6,55,3.44E-10
two,7,55,4.13E-10
two,8,55,4.82E-10
two,9,55,5.51E-10
two,10,55,6.20E-10
two,11,55,6.88E-10
two,12,55,7.57E-10
two,13,55,8.26E-10
two,14,55,8.95E-10
two,15,55,9.64E-10
two,16,55,1.03E-09
two,17,55,1.10E-09
two,18,55,1.17E-09
two,19,55,1.24E-09
two,20,55,1.31E-09
two,21,55,1.38E-09
two,22,55,1.45E-09
two,23,55,1.51E-09
two,24,55,1.58E-09
two,25,55,1.65E-09
two,26,55,1.72E-09
two,27,55,1.79E-09
two,28,55,1.86E-09
two,29,55,1.93E-09
two,30,55,2.00E-09
two,31,55,2.07E-09
two,32,55,2.13E-09
two,33,55,2.20E-09
ten,1,55,0
ten,2,55,0.00048085
ten,3,55,0.00095434
ten,4,55,0.001420595
ten,5,55,0.001879736
ten,6,55,0.002331885
ten,7,55,0.002777157
ten,8,55,0.003215668
ten,9,55,0.003647529
ten,10,55,0.004072852
ten,11,55,0.004491743
ten,12,55,0.004904309
ten,13,55,0.005310652
ten,14,55,0.005710875
ten,15,55,0.006105077
ten,16,55,0.006493355
ten,17,55,0.006875805
ten,18,55,0.00725252
ten,19,55,0.007623592
ten,20,55,0.007989112
ten,21,55,0.008349167
ten,22,55,0.008703843
ten,23,55,0.009053227
ten,24,55,0.009397401
ten,25,55,0.009736446
ten,26,55,0.010070444
ten,27,55,0.010399472
ten,28,55,0.010723607
ten,29,55,0.011042926
ten,30,55,0.011357503
ten,31,55,0.01166741
ten,32,55,0.011972719
ten,33,55,0.0122735
twenty,1,55,0
twenty,2,55,0.003253638
twenty,3,55,0.006026426
twenty,4,55,0.008378207
twenty,5,55,0.010361464
twenty,6,55,0.012022254
twenty,7,55,0.013401022
twenty,8,55,0.014533301
twenty,9,55,0.015450325
twenty,10,55,0.016179557
twenty,11,55,0.016745159
twenty,12,55,0.017168389
twenty,13,55,0.017467955
twenty,14,55,0.017660325
twenty,15,55,0.017759996
twenty,16,55,0.017779727
twenty,17,55,0.017730749
twenty,18,55,0.017622943
twenty,19,55,0.017465004
twenty,20,55,0.017264577
twenty,21,55,0.01702838
twenty,22,55,0.016762315
twenty,23,55,0.016471563
twenty,24,55,0.016160664
twenty,25,55,0.015833597
twenty,26,55,0.015493841
twenty,27,55,0.015144435
twenty,28,55,0.014788031
twenty,29,55,0.014426932
twenty,30,55,0.014063142
twenty,31,55,0.013698391
twenty,32,55,0.013334177
twenty,33,55,0.012971784
two,1,56,0
two,2,56,4.59E-11
two,3,56,9.18E-11
two,4,56,1.38E-10
two,5,56,1.84E-10
two,6,56,2.29E-10
two,7,56,2.75E-10
two,8,56,3.21E-10
two,9,56,3.67E-10
two,10,56,4.13E-10
two,11,56,4.59E-10
two,12,56,5.05E-10
two,13,56,5.51E-10
